user_id,feature,used_at
72,Auto Save,2025-06-26
759,Get Paid Early,2025-04-16
94,Auto Save,2025-02-21
386,Overdraft Alerts,2025-05-31
465,Round Up,2025-05-27
162,Round Up,2025-05-02
320,Round Up,2025-01-06
796,Get Paid Early,2025-01-24
905,Get Paid Early,2025-06-12
160,Auto Save,2024-10-22
773,Get Paid Early,2024-08-26
691,Get Paid Early,2025-05-28
279,Overdraft Alerts,2025-03-19
678,Overdraft Alerts,2025-07-10
498,Overdraft Alerts,2025-03-05
425,Round Up,2025-03-23
221,Get Paid Early,2025-01-17
354,Overdraft Alerts,2025-03-10
114,Round Up,2025-03-24
695,Overdraft Alerts,2024-10-07
540,Round Up,2025-07-02
47,Auto Save,2024-12-13
405,Get Paid Early,2024-11-20
8,Auto Save,2025-06-30
309,Auto Save,2024-10-29
786,Auto Save,2025-05-10
783,Round Up,2024-09-11
297,Round Up,2025-06-12
123,Get Paid Early,2024-09-28
510,Overdraft Alerts,2024-11-30
180,Auto Save,2024-09-19
390,Auto Save,2025-01-16
513,Round Up,2025-03-29
74,Overdraft Alerts,2025-08-03
883,Get Paid Early,2025-05-10
447,Get Paid Early,2024-12-22
471,Get Paid Early,2024-12-12
883,Round Up,2025-01-16
590,Overdraft Alerts,2025-06-21
588,Overdraft Alerts,2025-04-04
727,Overdraft Alerts,2025-02-14
297,Get Paid Early,2025-01-22
415,Get Paid Early,2025-04-23
990,Round Up,2024-11-09
176,Overdraft Alerts,2024-12-03
852,Round Up,2024-08-23
91,Overdraft Alerts,2025-06-11
865,Get Paid Early,2025-01-26
250,Overdraft Alerts,2024-08-23
604,Overdraft Alerts,2025-01-08
537,Get Paid Early,2025-02-07
406,Round Up,2025-06-19
764,Round Up,2025-06-19
227,Round Up,2025-06-14
798,Auto Save,2025-03-09
79,Get Paid Early,2025-04-21
544,Auto Save,2025-06-05
928,Round Up,2024-12-24
360,Auto Save,2024-09-12
242,Get Paid Early,2024-11-14
150,Round Up,2025-02-06
203,Auto Save,2024-10-21
617,Auto Save,2025-04-22
779,Get Paid Early,2024-12-21
182,Overdraft Alerts,2024-09-26
476,Overdraft Alerts,2025-01-01
698,Round Up,2025-02-27
885,Round Up,2025-05-27
155,Overdraft Alerts,2025-01-24
70,Overdraft Alerts,2025-03-09
453,Round Up,2025-01-08
816,Round Up,2025-01-15
606,Get Paid Early,2025-01-08
361,Get Paid Early,2024-09-10
318,Overdraft Alerts,2025-01-29
463,Get Paid Early,2025-07-08
59,Round Up,2025-02-26
852,Round Up,2025-01-17
79,Get Paid Early,2025-04-03
630,Overdraft Alerts,2025-06-02
474,Get Paid Early,2025-05-05
461,Auto Save,2025-05-02
330,Overdraft Alerts,2025-06-17
514,Auto Save,2025-06-21
981,Get Paid Early,2025-02-27
462,Get Paid Early,2025-05-11
831,Round Up,2024-08-10
732,Get Paid Early,2025-05-20
517,Auto Save,2024-12-28
41,Auto Save,2025-07-28
725,Overdraft Alerts,2025-02-19
450,Auto Save,2025-02-04
373,Round Up,2025-06-14
940,Round Up,2025-04-12
397,Overdraft Alerts,2024-08-16
794,Round Up,2024-09-24
696,Get Paid Early,2024-10-18
809,Round Up,2024-10-07
68,Round Up,2024-12-01
97,Overdraft Alerts,2024-09-13
291,Round Up,2024-10-29
742,Auto Save,2024-09-23
342,Get Paid Early,2025-06-10
597,Auto Save,2025-07-23
939,Round Up,2025-07-24
318,Overdraft Alerts,2024-09-23
133,Get Paid Early,2025-04-20
318,Overdraft Alerts,2024-09-16
659,Round Up,2025-01-25
833,Auto Save,2024-08-31
687,Get Paid Early,2025-06-11
662,Overdraft Alerts,2025-02-06
521,Round Up,2024-09-17
19,Round Up,2025-07-16
317,Auto Save,2024-09-08
974,Auto Save,2025-07-25
350,Overdraft Alerts,2024-11-10
197,Auto Save,2025-07-11
141,Auto Save,2024-12-18
80,Round Up,2025-02-11
865,Get Paid Early,2025-03-28
520,Get Paid Early,2025-07-12
678,Round Up,2024-11-09
898,Auto Save,2024-11-22
612,Overdraft Alerts,2024-09-12
158,Auto Save,2025-06-02
186,Auto Save,2025-03-20
739,Overdraft Alerts,2024-09-26
45,Overdraft Alerts,2024-11-01
374,Auto Save,2024-11-06
993,Overdraft Alerts,2025-07-02
626,Round Up,2025-03-21
771,Overdraft Alerts,2024-12-16
240,Auto Save,2024-10-24
317,Overdraft Alerts,2025-02-04
926,Auto Save,2025-06-07
377,Overdraft Alerts,2025-03-12
473,Round Up,2025-07-29
797,Overdraft Alerts,2025-02-20
515,Overdraft Alerts,2024-10-16
990,Auto Save,2024-12-14
837,Auto Save,2024-11-16
821,Auto Save,2024-10-17
894,Round Up,2025-07-07
54,Overdraft Alerts,2024-10-13
896,Round Up,2025-02-02
568,Get Paid Early,2025-05-13
729,Get Paid Early,2025-07-07
292,Get Paid Early,2025-03-18
782,Auto Save,2024-12-31
280,Overdraft Alerts,2025-08-03
928,Auto Save,2025-07-12
851,Overdraft Alerts,2025-03-31
94,Auto Save,2025-06-12
837,Overdraft Alerts,2024-10-30
906,Round Up,2025-02-09
953,Get Paid Early,2025-02-08
425,Get Paid Early,2024-11-06
406,Round Up,2024-09-29
242,Overdraft Alerts,2024-09-06
84,Round Up,2025-01-18
230,Get Paid Early,2025-05-19
327,Get Paid Early,2024-11-01
860,Round Up,2024-09-04
811,Auto Save,2025-04-04
141,Get Paid Early,2025-01-06
294,Overdraft Alerts,2025-07-21
713,Auto Save,2024-08-06
778,Overdraft Alerts,2024-08-18
460,Get Paid Early,2024-08-23
928,Get Paid Early,2024-11-13
20,Round Up,2025-04-07
221,Auto Save,2024-09-03
562,Overdraft Alerts,2025-03-29
114,Round Up,2024-08-05
244,Round Up,2025-05-31
125,Get Paid Early,2024-12-21
245,Overdraft Alerts,2025-03-18
655,Overdraft Alerts,2025-02-14
65,Get Paid Early,2025-06-04
857,Overdraft Alerts,2024-11-05
612,Get Paid Early,2025-05-28
648,Auto Save,2025-05-26
736,Auto Save,2024-12-21
299,Overdraft Alerts,2025-04-27
2,Round Up,2024-08-14
247,Overdraft Alerts,2025-07-17
192,Get Paid Early,2025-04-27
537,Round Up,2025-05-07
70,Get Paid Early,2025-04-24
400,Overdraft Alerts,2025-07-22
45,Overdraft Alerts,2025-03-20
383,Round Up,2025-05-25
766,Get Paid Early,2025-01-02
366,Get Paid Early,2025-06-19
354,Auto Save,2024-09-12
751,Get Paid Early,2025-03-20
791,Round Up,2024-12-10
137,Get Paid Early,2024-09-09
361,Round Up,2025-01-13
834,Auto Save,2025-03-12
851,Overdraft Alerts,2025-07-06
713,Overdraft Alerts,2025-04-24
647,Auto Save,2025-03-12
831,Auto Save,2024-11-15
65,Overdraft Alerts,2025-07-14
38,Round Up,2025-06-19
207,Get Paid Early,2025-06-10
811,Auto Save,2024-09-12
908,Get Paid Early,2024-08-14
324,Round Up,2025-02-23
528,Overdraft Alerts,2025-07-23
835,Overdraft Alerts,2025-08-05
260,Get Paid Early,2024-10-26
772,Auto Save,2025-04-08
293,Round Up,2025-05-12
883,Get Paid Early,2024-08-24
887,Round Up,2025-07-01
280,Get Paid Early,2024-10-21
819,Round Up,2024-12-19
448,Overdraft Alerts,2025-07-20
762,Overdraft Alerts,2024-12-14
917,Overdraft Alerts,2025-06-11
348,Auto Save,2025-03-11
509,Overdraft Alerts,2025-02-15
377,Round Up,2025-03-22
821,Get Paid Early,2025-03-07
745,Overdraft Alerts,2025-01-22
81,Overdraft Alerts,2024-10-14
617,Auto Save,2025-05-15
559,Round Up,2025-06-15
329,Get Paid Early,2024-11-10
82,Round Up,2025-03-27
677,Round Up,2025-01-26
314,Overdraft Alerts,2025-04-03
618,Overdraft Alerts,2024-10-17
171,Overdraft Alerts,2025-04-08
360,Overdraft Alerts,2025-01-11
44,Round Up,2024-09-14
630,Overdraft Alerts,2024-12-01
282,Get Paid Early,2025-02-20
77,Overdraft Alerts,2025-06-09
373,Auto Save,2024-08-19
976,Get Paid Early,2024-10-05
147,Overdraft Alerts,2025-06-16
36,Auto Save,2024-11-19
69,Auto Save,2024-12-11
798,Round Up,2025-01-03
371,Overdraft Alerts,2025-04-15
973,Get Paid Early,2024-08-17
620,Auto Save,2025-04-13
696,Overdraft Alerts,2025-07-03
972,Round Up,2025-03-06
381,Overdraft Alerts,2025-01-04
782,Get Paid Early,2025-07-03
588,Auto Save,2025-04-23
543,Round Up,2025-05-10
408,Round Up,2025-02-16
666,Round Up,2024-12-20
256,Get Paid Early,2025-07-02
27,Auto Save,2025-07-10
512,Overdraft Alerts,2025-04-03
936,Get Paid Early,2024-10-17
269,Round Up,2025-02-16
721,Overdraft Alerts,2024-08-06
220,Round Up,2025-02-25
711,Overdraft Alerts,2025-07-17
205,Get Paid Early,2024-10-26
139,Get Paid Early,2024-12-21
463,Auto Save,2025-02-02
921,Overdraft Alerts,2024-12-21
90,Round Up,2025-03-21
684,Round Up,2025-08-04
727,Get Paid Early,2025-01-03
564,Round Up,2025-01-02
913,Round Up,2025-04-27
872,Auto Save,2025-04-11
729,Auto Save,2025-01-24
813,Round Up,2025-06-19
521,Auto Save,2024-09-23
125,Auto Save,2025-07-29
812,Auto Save,2025-05-01
243,Overdraft Alerts,2025-03-17
27,Round Up,2024-09-03
568,Round Up,2025-01-23
479,Auto Save,2025-07-26
627,Get Paid Early,2025-06-21
68,Round Up,2025-06-07
408,Overdraft Alerts,2025-06-21
539,Overdraft Alerts,2025-03-20
788,Overdraft Alerts,2025-04-28
844,Get Paid Early,2024-08-26
129,Round Up,2025-02-07
658,Get Paid Early,2024-08-07
461,Overdraft Alerts,2024-09-25
697,Round Up,2025-01-02
132,Auto Save,2025-06-15
787,Auto Save,2024-12-01
444,Get Paid Early,2024-11-29
852,Get Paid Early,2024-08-06
531,Auto Save,2024-12-03
312,Auto Save,2024-11-18
166,Round Up,2024-09-27
958,Auto Save,2024-09-30
355,Round Up,2024-08-31
867,Get Paid Early,2024-08-31
257,Auto Save,2025-04-12
651,Round Up,2025-07-09
129,Round Up,2025-02-27
630,Get Paid Early,2025-07-14
515,Auto Save,2024-12-23
607,Auto Save,2025-03-06
176,Round Up,2024-12-08
863,Get Paid Early,2025-05-28
846,Get Paid Early,2024-12-19
84,Get Paid Early,2024-09-04
972,Round Up,2024-11-27
667,Auto Save,2025-03-13
786,Overdraft Alerts,2024-12-11
633,Get Paid Early,2025-04-10
510,Round Up,2024-09-01
658,Round Up,2025-03-14
495,Auto Save,2025-03-10
825,Overdraft Alerts,2025-06-11
305,Overdraft Alerts,2024-09-13
75,Get Paid Early,2024-11-05
162,Overdraft Alerts,2025-03-28
426,Overdraft Alerts,2024-10-22
476,Auto Save,2025-03-15
349,Auto Save,2024-08-05
321,Round Up,2024-11-13
752,Round Up,2024-09-14
999,Overdraft Alerts,2025-07-31
134,Round Up,2025-04-21
528,Get Paid Early,2025-03-28
327,Auto Save,2025-07-24
478,Get Paid Early,2024-09-01
274,Overdraft Alerts,2025-03-16
254,Auto Save,2025-06-20
100,Get Paid Early,2025-01-28
298,Overdraft Alerts,2025-04-15
885,Overdraft Alerts,2025-06-22
255,Auto Save,2025-07-06
834,Round Up,2025-07-16
957,Round Up,2025-07-21
195,Auto Save,2025-05-20
511,Overdraft Alerts,2025-01-16
511,Round Up,2024-11-08
510,Get Paid Early,2024-08-28
93,Overdraft Alerts,2025-07-17
518,Overdraft Alerts,2025-04-07
990,Auto Save,2025-03-12
221,Round Up,2025-03-03
50,Get Paid Early,2024-12-05
289,Overdraft Alerts,2024-10-23
612,Overdraft Alerts,2024-10-09
293,Get Paid Early,2025-06-13
868,Get Paid Early,2025-07-12
442,Auto Save,2024-09-09
904,Round Up,2024-12-13
745,Round Up,2025-05-01
783,Overdraft Alerts,2025-06-25
375,Get Paid Early,2025-07-02
411,Get Paid Early,2025-01-16
584,Auto Save,2025-08-01
372,Round Up,2024-12-14
76,Overdraft Alerts,2024-12-28
517,Overdraft Alerts,2024-11-28
783,Round Up,2025-01-09
846,Get Paid Early,2025-01-26
132,Get Paid Early,2025-07-09
404,Round Up,2025-05-15
814,Round Up,2025-07-17
572,Round Up,2025-03-25
774,Auto Save,2024-09-15
204,Overdraft Alerts,2024-10-18
513,Get Paid Early,2025-03-24
47,Get Paid Early,2025-03-09
141,Round Up,2025-02-08
824,Overdraft Alerts,2024-08-10
532,Overdraft Alerts,2024-10-21
153,Auto Save,2024-09-24
336,Round Up,2025-04-10
167,Overdraft Alerts,2024-11-07
632,Round Up,2025-03-27
608,Round Up,2025-03-03
520,Overdraft Alerts,2025-04-21
726,Round Up,2025-03-22
487,Get Paid Early,2024-12-24
378,Round Up,2025-01-10
690,Get Paid Early,2024-11-20
427,Round Up,2025-06-16
816,Get Paid Early,2024-12-30
612,Overdraft Alerts,2025-02-25
272,Auto Save,2025-01-02
739,Get Paid Early,2025-01-21
598,Overdraft Alerts,2025-06-06
175,Overdraft Alerts,2025-01-15
152,Auto Save,2024-09-03
33,Get Paid Early,2024-10-30
196,Get Paid Early,2024-08-19
452,Round Up,2025-05-28
429,Auto Save,2025-03-24
423,Auto Save,2024-09-14
421,Overdraft Alerts,2024-11-23
894,Get Paid Early,2025-05-02
723,Auto Save,2024-09-10
532,Auto Save,2024-09-20
575,Round Up,2024-11-24
679,Overdraft Alerts,2025-02-23
539,Overdraft Alerts,2024-12-21
322,Auto Save,2024-12-28
471,Round Up,2024-08-26
560,Round Up,2025-07-15
693,Round Up,2025-05-10
625,Overdraft Alerts,2025-06-04
197,Auto Save,2025-05-06
286,Round Up,2024-12-04
231,Round Up,2024-09-07
790,Round Up,2025-07-25
722,Auto Save,2024-08-23
707,Overdraft Alerts,2025-05-16
325,Overdraft Alerts,2025-04-01
358,Round Up,2024-09-20
295,Get Paid Early,2024-11-08
588,Overdraft Alerts,2024-09-18
918,Overdraft Alerts,2025-05-09
839,Round Up,2025-02-28
978,Auto Save,2025-03-20
298,Get Paid Early,2024-12-29
295,Get Paid Early,2025-02-27
355,Overdraft Alerts,2024-12-05
672,Round Up,2024-11-12
766,Overdraft Alerts,2025-07-01
220,Auto Save,2025-06-23
848,Round Up,2024-11-02
956,Round Up,2024-08-14
141,Get Paid Early,2025-01-17
631,Auto Save,2024-12-16
249,Get Paid Early,2025-01-26
686,Auto Save,2024-11-04
654,Auto Save,2024-10-22
54,Get Paid Early,2025-07-03
424,Round Up,2025-04-06
735,Overdraft Alerts,2025-02-24
103,Auto Save,2024-12-02
6,Auto Save,2025-04-01
417,Overdraft Alerts,2025-01-12
489,Auto Save,2025-01-10
775,Round Up,2024-12-17
329,Round Up,2025-01-30
662,Get Paid Early,2025-03-31
930,Get Paid Early,2025-01-25
668,Auto Save,2024-09-10
548,Get Paid Early,2025-06-04
936,Auto Save,2025-07-31
428,Auto Save,2024-08-08
957,Get Paid Early,2025-01-29
857,Overdraft Alerts,2025-01-09
807,Overdraft Alerts,2025-02-22
191,Round Up,2025-03-11
898,Get Paid Early,2024-10-30
10,Round Up,2024-12-26
582,Get Paid Early,2024-11-03
951,Round Up,2024-11-18
292,Overdraft Alerts,2024-12-30
657,Overdraft Alerts,2024-09-24
911,Auto Save,2024-09-16
872,Overdraft Alerts,2024-08-12
280,Auto Save,2024-10-29
829,Get Paid Early,2025-03-10
339,Auto Save,2025-05-16
749,Overdraft Alerts,2025-01-23
664,Round Up,2024-11-26
736,Auto Save,2025-07-12
15,Round Up,2025-02-24
810,Round Up,2024-09-26
582,Auto Save,2025-07-28
180,Overdraft Alerts,2025-05-02
847,Overdraft Alerts,2025-07-28
528,Round Up,2025-07-21
89,Overdraft Alerts,2025-02-12
686,Get Paid Early,2025-04-09
190,Auto Save,2024-09-30
489,Round Up,2025-06-25
959,Auto Save,2025-02-09
7,Round Up,2024-11-29
393,Auto Save,2025-05-12
458,Round Up,2025-07-07
977,Round Up,2025-04-13
310,Get Paid Early,2025-02-20
268,Round Up,2024-08-16
710,Auto Save,2024-12-17
64,Get Paid Early,2025-05-23
477,Round Up,2024-08-20
164,Overdraft Alerts,2025-02-10
703,Round Up,2024-10-30
707,Get Paid Early,2025-05-31
655,Round Up,2024-09-07
377,Auto Save,2025-06-07
225,Auto Save,2024-08-18
490,Auto Save,2025-03-24
466,Round Up,2024-08-07
426,Overdraft Alerts,2024-12-01
776,Auto Save,2024-12-08
781,Auto Save,2025-05-17
697,Get Paid Early,2025-03-25
539,Overdraft Alerts,2025-03-13
541,Round Up,2024-08-30
80,Get Paid Early,2025-04-16
64,Auto Save,2025-06-25
587,Auto Save,2025-02-24
169,Round Up,2024-08-15
875,Overdraft Alerts,2025-05-17
120,Auto Save,2025-02-15
735,Overdraft Alerts,2025-04-02
94,Overdraft Alerts,2025-05-16
829,Get Paid Early,2024-11-16
465,Auto Save,2024-08-31
526,Overdraft Alerts,2024-12-19
468,Get Paid Early,2025-02-10
573,Overdraft Alerts,2024-10-22
689,Round Up,2024-12-17
741,Get Paid Early,2024-09-23
406,Round Up,2024-08-27
837,Get Paid Early,2025-01-16
764,Auto Save,2025-01-16
593,Get Paid Early,2024-08-17
47,Overdraft Alerts,2024-12-27
353,Get Paid Early,2025-03-07
555,Get Paid Early,2024-09-29
958,Get Paid Early,2024-11-05
957,Overdraft Alerts,2025-01-07
33,Round Up,2025-07-17
419,Auto Save,2024-12-15
788,Auto Save,2024-12-18
785,Overdraft Alerts,2025-01-02
384,Overdraft Alerts,2024-12-08
460,Overdraft Alerts,2025-05-22
385,Get Paid Early,2025-01-13
700,Auto Save,2024-10-18
670,Round Up,2025-04-26
122,Auto Save,2024-09-22
551,Overdraft Alerts,2024-08-14
542,Auto Save,2025-05-09
746,Auto Save,2025-05-09
855,Get Paid Early,2024-11-09
775,Get Paid Early,2025-02-13
306,Overdraft Alerts,2025-03-21
690,Overdraft Alerts,2025-07-25
545,Overdraft Alerts,2024-11-09
844,Auto Save,2024-12-16
254,Overdraft Alerts,2025-07-10
355,Auto Save,2024-08-10
283,Auto Save,2025-06-23
960,Get Paid Early,2024-10-14
33,Overdraft Alerts,2025-06-23
630,Get Paid Early,2024-11-25
247,Auto Save,2025-01-11
69,Get Paid Early,2024-10-28
609,Get Paid Early,2025-07-14
458,Get Paid Early,2024-11-24
251,Get Paid Early,2025-02-14
412,Overdraft Alerts,2025-01-01
240,Auto Save,2024-12-18
773,Get Paid Early,2025-05-11
144,Round Up,2025-07-15
240,Round Up,2024-09-17
592,Round Up,2024-08-21
243,Round Up,2024-12-12
898,Auto Save,2024-09-29
677,Auto Save,2025-01-25
424,Round Up,2025-07-12
282,Get Paid Early,2025-01-17
571,Auto Save,2025-06-18
642,Overdraft Alerts,2025-03-07
570,Overdraft Alerts,2024-09-26
49,Round Up,2025-07-10
965,Overdraft Alerts,2025-07-31
805,Round Up,2025-02-04
714,Overdraft Alerts,2024-12-30
419,Auto Save,2024-11-27
308,Overdraft Alerts,2025-03-12
189,Overdraft Alerts,2025-07-30
247,Auto Save,2024-12-10
308,Auto Save,2025-03-22
826,Overdraft Alerts,2024-12-11
937,Get Paid Early,2025-04-22
576,Overdraft Alerts,2024-10-31
992,Overdraft Alerts,2025-05-21
571,Auto Save,2025-07-21
398,Auto Save,2025-03-10
262,Auto Save,2024-11-16
339,Get Paid Early,2025-07-28
945,Overdraft Alerts,2025-06-02
868,Round Up,2025-03-14
95,Auto Save,2024-09-02
53,Round Up,2025-02-04
387,Get Paid Early,2024-08-15
895,Get Paid Early,2025-03-08
193,Auto Save,2024-11-19
491,Auto Save,2025-07-10
891,Round Up,2024-08-22
311,Get Paid Early,2024-12-10
217,Auto Save,2025-03-09
986,Get Paid Early,2024-09-15
765,Overdraft Alerts,2025-02-07
937,Auto Save,2024-08-21
713,Auto Save,2025-07-26
407,Auto Save,2025-07-16
566,Round Up,2024-12-18
795,Round Up,2025-03-15
390,Overdraft Alerts,2024-09-08
547,Round Up,2025-01-05
316,Round Up,2025-05-21
369,Overdraft Alerts,2025-03-25
478,Get Paid Early,2025-06-02
823,Overdraft Alerts,2025-01-15
780,Round Up,2025-06-02
937,Auto Save,2024-11-23
380,Round Up,2025-01-07
424,Get Paid Early,2025-07-07
577,Auto Save,2024-10-15
760,Auto Save,2024-09-14
17,Round Up,2024-09-30
567,Overdraft Alerts,2025-06-07
303,Auto Save,2025-06-23
201,Round Up,2024-09-17
236,Overdraft Alerts,2025-02-26
584,Auto Save,2024-11-29
512,Round Up,2024-08-22
264,Overdraft Alerts,2024-09-14
990,Overdraft Alerts,2024-11-23
472,Auto Save,2024-10-01
751,Round Up,2024-12-26
174,Auto Save,2024-12-29
738,Overdraft Alerts,2025-03-24
189,Get Paid Early,2025-05-13
537,Get Paid Early,2024-11-08
860,Get Paid Early,2024-08-07
968,Get Paid Early,2025-03-27
783,Get Paid Early,2024-09-19
423,Auto Save,2025-01-08
863,Auto Save,2024-12-18
70,Auto Save,2024-12-15
10,Auto Save,2025-02-10
518,Overdraft Alerts,2025-03-11
383,Get Paid Early,2024-09-09
633,Overdraft Alerts,2025-04-05
676,Overdraft Alerts,2024-10-30
17,Get Paid Early,2025-06-30
545,Overdraft Alerts,2025-05-10
13,Get Paid Early,2024-10-08
543,Round Up,2025-01-26
549,Round Up,2025-07-17
18,Overdraft Alerts,2024-09-24
826,Auto Save,2025-06-19
110,Get Paid Early,2024-08-26
537,Auto Save,2025-06-14
247,Auto Save,2024-12-04
635,Round Up,2025-04-02
835,Round Up,2024-11-01
274,Overdraft Alerts,2024-09-25
81,Round Up,2024-10-30
983,Overdraft Alerts,2024-12-15
471,Auto Save,2025-04-17
714,Auto Save,2024-10-27
308,Get Paid Early,2025-03-16
670,Get Paid Early,2024-10-12
96,Overdraft Alerts,2025-07-11
389,Overdraft Alerts,2025-05-09
566,Overdraft Alerts,2024-08-16
58,Get Paid Early,2025-02-02
720,Auto Save,2024-11-15
85,Overdraft Alerts,2025-04-12
866,Overdraft Alerts,2025-01-01
661,Round Up,2024-10-04
580,Get Paid Early,2025-06-23
917,Get Paid Early,2025-03-03
236,Auto Save,2024-10-17
923,Overdraft Alerts,2025-07-16
278,Get Paid Early,2024-08-07
947,Get Paid Early,2025-07-19
701,Round Up,2024-10-10
921,Get Paid Early,2024-12-01
184,Round Up,2024-11-11
17,Auto Save,2025-03-18
602,Auto Save,2025-05-12
771,Overdraft Alerts,2024-12-17
952,Get Paid Early,2025-01-20
307,Auto Save,2024-12-03
578,Auto Save,2025-03-05
581,Overdraft Alerts,2025-05-30
694,Round Up,2024-10-22
394,Auto Save,2024-08-22
810,Get Paid Early,2024-10-04
513,Round Up,2024-09-18
55,Get Paid Early,2024-11-23
448,Auto Save,2024-08-14
859,Get Paid Early,2025-07-26
349,Overdraft Alerts,2025-06-25
993,Round Up,2025-03-12
31,Round Up,2025-04-26
803,Overdraft Alerts,2025-07-21
503,Auto Save,2024-11-20
365,Overdraft Alerts,2025-03-22
443,Auto Save,2024-08-05
697,Overdraft Alerts,2024-12-05
88,Round Up,2025-07-03
818,Auto Save,2025-02-13
731,Get Paid Early,2025-06-30
85,Round Up,2025-04-26
158,Overdraft Alerts,2024-08-31
729,Auto Save,2024-08-14
758,Overdraft Alerts,2025-07-19
325,Round Up,2025-01-20
110,Get Paid Early,2025-05-27
6,Round Up,2024-10-18
456,Round Up,2025-05-14
780,Round Up,2025-04-02
105,Auto Save,2024-10-03
90,Auto Save,2025-03-28
442,Overdraft Alerts,2025-06-04
571,Overdraft Alerts,2024-09-06
106,Get Paid Early,2024-09-16
92,Round Up,2025-01-05
568,Get Paid Early,2024-12-27
612,Round Up,2024-10-22
885,Overdraft Alerts,2025-03-24
13,Round Up,2025-01-23
424,Overdraft Alerts,2025-01-02
798,Get Paid Early,2025-01-29
743,Auto Save,2024-10-25
586,Auto Save,2024-11-25
702,Overdraft Alerts,2025-04-30
174,Auto Save,2024-11-16
276,Round Up,2025-04-13
275,Overdraft Alerts,2025-06-05
150,Get Paid Early,2024-08-12
172,Overdraft Alerts,2025-04-23
283,Overdraft Alerts,2024-09-02
307,Overdraft Alerts,2025-01-03
802,Get Paid Early,2025-05-25
370,Round Up,2025-06-22
967,Auto Save,2024-11-26
739,Overdraft Alerts,2024-10-08
609,Auto Save,2025-03-31
469,Get Paid Early,2025-05-22
139,Round Up,2025-05-08
7,Overdraft Alerts,2025-01-23
341,Overdraft Alerts,2025-05-11
